Category,Vendor,Item Number,Item Description,Quantity Per Package,Cost Per Package,Number of Packages,Item Total Cost,Part Link,"Symbol, Layout, & 3D Model Link",Comments,Designation on Mouse 7.0 Test,Designation on Mouse 7.0 PCB
Vacuum Fan Related,Amazon,B08RMQP6YP,1.25mm Male and Female Connectors Socket and Plug with Pre-Crimped Cables Compatible with JST Molex PicoBlade 1.25 for Pixhawk Silicone 13cm Wire (Male and Female),20,$18.99,1,$18.99,https://www.amazon.com/Connectors-Pre-Crimped-Compatible-PicoBlade-Silicone/dp/B08RMQP6YP/ref=sr_1_3?crid=LQGXRD6UTC96&keywords=molex%2Bpicoblade%2Bconnector%2Bmale%2Bfemale&qid=1704663830&sprefix=molex%2Bpicoblade%2Bconnector%2Bmale%2Bfemale%2Caps%2C185&sr=8-3&th=1,n/a,"- Molex picoblade connector various positions, 
- includes 3 position 1.25mm pitch male and female connector, 20 of each
- includes 10cm precrimped wire
- to be used to extend HGLRC wire",,
,,,,,,,,,,,,
,Digikey,DMN3200U-7DICT-ND,MOSFET N-CH 30V 2.2A SOT23-3,1,$0.45,1,$0.45,https://www.digikey.com/en/products/detail/diodes-incorporated/DMN3200U-7/1778821,https://www.mouser.com/ProductDetail/Diodes-Incorporated/DMN3200U-7?qs=oDfC%252BbpzniwrIf3%2FMV01IQ%3D%3D,- 2.2A 30V MOSFET to switch on/off regulator power to vacuum fan,,
,Digikey,P17216CT-ND,RES 47 OHM 1% 1/4W 0402,1,$0.23,1,$0.23,https://www.digikey.com/en/products/detail/panasonic-electronic-components/ERJ-PA2F47R0X/5402642,n/a,- 47 Ohm gate resistor for MOSFET to limit surge curernt,,
,Digikey,541-10.0KLCT-ND,RES SMD 10K OHM 1% 1/16W 0402,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/vishay-dale/CRCW040210K0FKED/1178121,n/a,"- 10k Ohm resistor for pulling down input to MOSFET to ensure low 
- 0402 package",,
,Digikey,493-3813-1-ND,RNE1C101MDS1PX,1,$0.76,1,$0.76,https://www.digikey.com/en/products/detail/nichicon/RNE1C101MDS1PX/2239221,https://app.ultralibrarian.com/details/8611d1e7-1076-11e9-ab3a-0a3560a4cccc/Nichicon/RNE1C101MDS1PX?uid=19038720,100uF capacitor for vacuum fan driver,,
,Digikey,4988-NMC0805X7R104K50TRPFCT-ND,CAP SMT08050.1F50VDC,1,$0.24,1,$0.24,https://www.digikey.com/en/products/detail/nic-components-corp/NMC0805X7R104K50TRPF/18895932,n/a,"- 0.1uF cap for brushless motor driver
- 0805 package",,
,,,,,,,,,,,,
,Amazon,B07CFQMF1M,8pcs 8520 Motor 8.5x20mm 15000KV Brushed Motors 4CW 4CCW Coreless Motor with JST-1.25 Connector for D JI Ryze Tello 720P Camera WiFi FPV RC Quadcopter M80S E013 Plus Tiny 8X Frame Kit etc,8,$18.99,1,$18.99,https://www.amazon.com/8-5x20mm-15000KV-Coreless-JST-1-25-Connector/dp/B07CFQMF1M/ref=sr_1_1?crid=27CDZH1SJGTR0&keywords=brushed+quadcopter+motor&qid=1707103389&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sprefix=brushed+quadcopter+motor%2Caps%2C107&sr=8-1,n/a,"- 15000KV brushed DC motor for vacuum fan
- 2p 1.25mm pitch picoblade connector",,
,Digikey,WM1731-ND,CONN HEADER VERT 2POS 1.25MM,1,$0.23,1,$0.23,https://www.digikey.com/en/products/detail/molex/0530470210/242853?s=N4IgTCBcDaIKwGYAMAWA7EsBGJIC6AvkA,"- https://app.ultralibrarian.com/details/56453440-d29f-11ea-b5d0-0aebb021a1ea/Molex-Connector-Corporation/530470210?uid=276772
- https://www.molex.com/en-us/products/part-detail/530470210","- motor to board connector for vacuum fan
- 2p 1.25mm pitch picoblade connector",,
,Digikey,1727-7806-1-ND,DIODE SCHOTTKY 60V 3A SOD123W,1,$0.39,1,$0.78,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PMEG60T30ELRX/9086223,https://app.ultralibrarian.com/details/785255d6-6dbf-11ee-9288-0ae0a3b49db5/Nexperia/PMEG60T30ELRX?uid=89940784&exports=ThreeDModel&exports=Eagle&open=exports,- Flyback diodes for EMF protection,,
,,,,,,,,,,,,
"Ball Caster, nuts, screws",Amazon,B0BTYDZVM8,"1 Oz (23 Grams) 3000-CPS Super Glue All Purpose with Anti Clog Cap. Ca Glue - Adhesive SuperGlue. Cyanoacrylate Glue for Hard Plastics, DIY Craft, Metal and Many More",1,$6.99,1,$6.99,https://www.amazon.com/gp/product/B0BTYDZVM8/ref=sw_img_1?smid=A3O523LQQ2NT7Z&th=1,,- superglue to attach 3D printed mounts to PCB,,
,,,,,,,,,,,,
,,,,,,,,,,,,
IR Sensing,Digikey,1855-1027-ND,SENSOR OPTICAL 2-15CM ANALOG,1,$8.45,4,$33.80,https://www.digikey.com/en/products/detail/sharp-socle-technology/GP2Y0A51SK0F/4103863?s=N4IgTCBcDaIOIAUwE0AMBBArARgMoGlUAxEAXQF8g,https://www.mouser.com/ProductDetail/Sharp-Microelectronics/GP2Y0A51SK0F?qs=Qrpqs4v%252BmsahSKJyPt06pw%3D%3D,"- Sharp IR distance sensor 2-15cm
- shortest range sharp IR sensor available
- connects w/ 3 position ZH JST connector
- needs 10uF cap",,
,Amazon,B09NC8Y2PK,"CQRobot 100 Sets/500 Pieces 1.5 mm Pitch JST ZH 3-Pin IC Sockets & Plugs Adapter Connector Male and Female Terminal, Crimp DIP Kit. for Industrial Integrated Circuit JST Connector Cable.",50,$11.99,1,$11.99,https://www.amazon.com/CQRobot-Connector-Terminal-Industrial-Integrated/dp/B09NC8Y2PK/ref=sr_1_4?crid=2C48JYA7JGQ5Q&keywords=micro%2Bjst%2Bconnector%2Bkit&qid=1698190590&sprefix=micro%2Bjst%2Bconnector%2Bkit%2Caps%2C100&sr=8-4&th=1,https://www.jst-mfg.com/product/index.php?series=290,"- JST ZH 1.5 pitch 3 position pack both male and female TH
- 50 male, 50 female",,
,Digikey,490-GRM155R61A106ME11DCT-ND,CAP CER 10UF 10V X5R 0402,1,$0.13,4,$0.52,https://www.digikey.com/en/products/detail/murata-electronics/GRM155R61A106ME11D/12091056,n/a,"- 10uF ceramic capacitor, SMD 0402
- needed for Sharp IR sensors",,
,Digikey,CAY16-1001F4LFCT-ND,RES ARRAY 4 RES 1K OHM 1206,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/bourns-inc/CAY16-1001F4LF/2566504,https://app.ultralibrarian.com/details/ccdadb33-1071-11e9-ab3a-0a3560a4cccc/Bourns-Electronics/CAY16-1001F4LF?uid=1833049,"- R1 resistor array to drop 2.5V max from IR sensor output to 1.8V
- 1k Ohm resistor array, 4 resistors",,
,Digikey,CAY16-2201F4LFCT-ND,RES ARRAY 4 RES 2.2K OHM 1206,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/bourns-inc/CAY16-2201F4LF/2566534,https://app.ultralibrarian.com/details/1c159e3e-f9f4-11ed-b159-0a34d6323d74/Bourns-Electronics/CAY16-2201F4LF?uid=2077373,"- R2 resistor to drop 2.5V max from IR sensor output to 1.8V
- 2.2k Ohms calculated w/ voltage divider equation
- resistor array, 4 resistors",,
,,,,,,,,,,,,
,,,,,,,,,,,,
MCU,Digikey,1175-1733-ND,CONN HEADER VERT 10POS 1.27MM,1,$0.68,1,$0.68,https://www.digikey.com/en/products/detail/cnc-tech/3221-10-0100-00/4878932,https://www.arrow.com/en/products/3221-10-0100-00/cnc-tech-llc,"- 2x5 TH JTAG programming header
- small 1.27 pitch w/ key slot and shroud",,
,Digikey,2151-RT3215-32.768-12.5-TR-10PPMCT-ND,CRYSTAL 32.7680KHZ 12.5PF SMD,1,$0.42,1,$0.42,https://www.digikey.com/en/products/detail/raltron-electronics/RT3215-32-768-12-5-TR-10PPM/13151073,https://app.ultralibrarian.com/details/ce5d9187-838b-11ec-9033-0a34d6323d74/Raltron/RT3215-32-768-12-5-TR?uid=57086955,- 32.768kHz external crystal,,
,Digikey,GJM1555C1H120FB01D,CAP CER 12PF 50V C0G/NP0 0402,1,$0.16,2,$0.32,https://www.digikey.com/en/products/detail/murata-electronics/GJM1555C1H120FB01D/2592850,https://app.ultralibrarian.com/details/d28e9410-f5b2-11eb-9033-0a34d6323d74/Murata/GQM1555C2D3R5CB01J?open=backlink,"- 12pF caps for external crystal
- needed on each crystal terminal
- 0402 package",new,
,Amazon,B07BJJC3R6,NOYITO TTL to RS232 Module TTL RS232 Male Female Mutual Conversion Module Serial Level Conversion to SP232 TTL Serial Port Communicates with RS232 Level Device 15KV ESD Protect (Female),1,$7.99,1,$7.99,https://www.amazon.com/NOYITO-Module-Conversion-Arduino-communicates/dp/B07BJJC3R6/ref=sr_1_3?crid=CP3H5EDQPXSD&keywords=ttl%2Bto%2Brs232%2Bbox&qid=1697513365&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sprefix=ttl%2Bto%2Brs232%2Bbox%2Caps%2C110&sr=8-3&th=1,not needed,- TTL to DB-9 (DE-9) translator for serial out,,
,Amazon,B0759HSLP1,"OIKWAN USB to RS232, USB Serial Adapter with FTDI Chipset,USB 2.0 to Male DB9 Serial Cable for Windows 11,10, 8, 7, Vista, XP, 2000, Linux and Mac OS(6ft)…",1,$11.99,1,$11.99,https://www.amazon.com/Adapter-Chipset%EF%BC%8CDB9-Serial-Converter-Windows/dp/B0759HSLP1/ref=sr_1_4?crid=3O9XHSS0ZPWSH&keywords=db9%2Bto%2Busb%2Badapter&qid=1697513066&refinements=p_85%3A2470955011&rnid=2470954011&rps=1&sprefix=db9%2Bto%2BUSB%2BA%2Caps%2C74&sr=8-4&th=1,not needed,- DB-9 (DE-9) to USB A for serial out,,
,Digikey,AT32UC3L0256-AUT-ND,IC MCU 32BIT 256KB FLASH 48TQFP,1,$10.19,1,$10.19,https://www.digikey.com/en/products/detail/microchip-technology/AT32UC3L0256-AUT/3046397,https://app.ultralibrarian.com/details/89115949-109b-11e9-ab3a-0a3560a4cccc/Microchip/AT32UC3L0256-AUT?uid=77758500,"- AT32UC3L0256 AVR MCU to replace Arduino
- 50MHz, faster than controller above, operates on 3.3V
- 12b ADC, PWM, programmed via JTAG and aWire
- schematic checklist: HERE",,
,Digikey,490-GRM155R61A106ME11DCT-ND,CAP CER 10UF 10V X5R 0402,1,$0.13,1,$0.13,https://www.digikey.com/en/products/detail/murata-electronics/GRM155R61A106ME11D/12091056,n/a,"- 10uF capacitor for AT32UC3L0256 VDDin
- page 4 of schematic checklist
- small 0402 package",,
,Digikey,445-4952-1-ND,CAP CER 0.1UF 16V X7R 0402,1,$0.10,3,$0.30,https://www.digikey.com/en/products/detail/tdk-corporation/C1005X7R1C104K050BC/2093220,n/a,"- 0.1uf ceramic cap for AT32UC3L0256 VDDin, VDDio, and VDDcore
- page 4 of schematic checklist
- 0402 package",,
,Digikey,445-9097-1-ND,CAP CER 2.2UF 10V X7S 0402,1,$0.29,1,$0.29,https://www.digikey.com/en/products/detail/tdk-corporation/C1005X7S1A225K050BC/3661557?s=N4IgTCBcDaIMIEYAMSCsANA7AZQQQTDFQGk0kAhOEAXQF8g,n/a,"- 2.2uF ceramic cap for AT32UC3L0256 VDDio, and VDDcore
- page 4 of schematic checklist
- 0402 package",,
,Digikey,445-4952-1-ND,CAP CER 0.1UF 16V X7R 0402,1,$0.10,2,$0.10,https://www.digikey.com/en/products/detail/tdk-corporation/C1005X7R1C104K050BC/2093220,n/a,"- 0.1uF ceramic cap for AT32UC3L0256 VDDana and ADVREF
- page 5 of schematic checklist
- 0402 package",,
,Digikey,732-74269241152CT-ND,WE-TMSB SMT EMI SUPPRESSION FERR,1,$0.13,1,$0.13,https://www.digikey.com/en/products/detail/w%C3%BCrth-elektronik/74269241152/17830009,https://app.ultralibrarian.com/details/ab67cd4b-c364-11ed-b159-0a34d6323d74/Wurth-Electronics/74269244182?open=backlink,"- ferrite bead for for AT32UC3L0256 VDDana and ADVREF
- page 5 of schematic checklist, and page 15 on xplained dev board schematic: HERE
- 0402 package",,
,Digikey,445-4952-1-ND,CAP CER 0.1UF 16V X7R 0402,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/tdk-corporation/C1005X7R1C104K050BC/2093220,n/a,"- 0.1uF ceramic cap for JTAG on AT32UC3L0256 
- 0402 package",,
,Digikey,541-10.0KLCT-ND,RES SMD 10K OHM 1% 1/16W 0402,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/vishay-dale/CRCW040210K0FKED/1178121,n/a,"- 10k resistor for pulling down enable signal
- 0402 package",,
,,,,,,,,,,,,
,,,,,,,,,,,,
Bluetooth,Sparkfun,SKU: WRL-23287, SparkFun BlueSMiRF v2 - Headers ,1,$11.95,1,$11.95,https://www.sparkfun.com/sparkfun-bluesmirf-v2-headers.html,n/a,"- ESP32 bluetooth module from sparkfun to serve as a UART bridge
- works out of the box- all we need are 2.54mm pitch pins and a 5V supply",,
,,,,,,,,,,,,
,,,,,,,,,,,,
Misc,Digikey,2449-CS1213AGF160CT-ND,SWITCH TACTILE SPST-NO 0.05A 50V,1,$0.40,1,$0.40,https://www.digikey.com/en/products/detail/cit-relay-and-switch/CS1213AGF160/16607723,https://app.ultralibrarian.com/details/600608b2-d687-11ed-b159-0a34d6323d74/CIT-Relay-Switch/CS1213AGF260?exports=ThreeDModel&exports=Eagle&open=exports,"- 3.9mm x 2.9mm smd pushbutton for config
- 2mm high",,
,Digikey,RCS0402100KFKED,RES 100K OHM 1% 1/3W 0402,1,$0.12,4,$0.48,https://www.digikey.com/en/products/detail/vishay-dale/RCS0402100KFKED/5867045,n/a,- 100k 0402 resistor for pushbutton debouncing,new (dupe),
,Digikey,GRM155R60J474KE19D,GRM155R60J474KE19D,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/murata-electronics/GRM155R60J474KE19D/702530,n/a,- 0.47uF 0402 cap for pushbutton debouncing,new,
,DIgikey,1N4148W-7-F,DIODE STANDARD 100V 150MA SOD123,1,$0.17,1,$0.17,https://www.digikey.com/en/products/detail/diodes-incorporated/1N4148W-7-F/814371,https://app.ultralibrarian.com/details/1598d007-1067-11e9-ab3a-0a3560a4cccc/Diodes-Inc/1N4148W-7-F?uid=55386411&open=exports&exports=21&exports=39,- small diode for pushbutton debouncing,new,
,Digikey,754-1105-1-ND,LED YELLOW CLEAR CHIP SMD,1,$0.41,2,$0.82,https://www.digikey.com/en/products/detail/kingbright/APHHS1005SYCK/1747503,https://app.ultralibrarian.com/details/f21eebf1-5907-11ee-9288-0ae0a3b49db5/Kingbright/APHHS1005CGCK?open=backlink,"- yellow SMD LED 0402 package for debug, and battery comparator warning indication",,
,Digikey,754-2123-1-ND,LED RED CLEAR 2SMD,1,$0.52,2,$1.04,https://www.digikey.com/en/products/detail/kingbright/APHHS1005LSECK-J3-PF/7318976,https://app.ultralibrarian.com/details/f21eebf1-5907-11ee-9288-0ae0a3b49db5/Kingbright/APHHS1005CGCK?open=backlink,"- red SMD LED 0402 package for debug, and battery comparator failure indication",,
,Digikey,754-1503-1-ND,LED GREEN CLEAR CHIP SMD,1,$0.70,1,$0.70,https://www.digikey.com/en/products/detail/kingbright/APHHS1005ZGC/2263569,https://app.ultralibrarian.com/details/f21eebf1-5907-11ee-9288-0ae0a3b49db5/Kingbright/APHHS1005CGCK?open=backlink,- green SMD LED 0402 package for debug,,
,Digikey,754-1504-1-ND,LED BLUE CLEAR CHIP SMD,1,$0.51,1,$0.51,https://www.digikey.com/en/products/detail/kingbright/APHHS1005QBC-D/2263568,https://app.ultralibrarian.com/details/f21eebf1-5907-11ee-9288-0ae0a3b49db5/Kingbright/APHHS1005CGCK?open=backlink,- blue SMD LED 0402 package for debug,,
,Digikey,CAY16-2201F4LFCT-ND,RES ARRAY 4 RES 2.2K OHM 1206,1,$0.10,1,$0.10,https://www.digikey.com/en/products/detail/bourns-inc/CAY16-2201F4LF/2566534,https://app.ultralibrarian.com/details/1c159e3e-f9f4-11ed-b159-0a34d6323d74/Bourns-Electronics/CAY16-2201F4LF?uid=2077373,"- 2.2k Ohm resistor array, 4 resistors",,
,Digikey,952-2664-1-ND,PC TEST POINT NATURAL,1,$0.31,,$0.00,https://www.digikey.com/en/products/detail/harwin-inc/S2751-46R/5250499,https://www.mouser.com/ProductDetail/Harwin/S2751-46R?qs=DaxoyN%2FvrebM3VuuS3MPNA%3D%3D,- TH testpoint to probe mouse,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PCB,JLC PCB,n/a,PCB prototype:Y4-5162408A,5,$2.00,1,$2.00,https://jlcpcb.com/?_ga=2.135028465.1970803033.1675648070-692031392.1675094888,,"- solid and cheap PCB vendor
- no issues so far, purple nice and deep purple",,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,total cost:,#REF!,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,116,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,resistors:,https://www.digikey.com/en/products/filter/chip-resistor-surface-mount/52?s=N4IgjCBcoExaBjKAzAhgGwM4FMA0IB7KAbXADYBWAFgGYQBdfABwBcoQBlFgJwEsA7AOYgAvvjBl4IJJDRY8hEiBoBOGjBUNmbSJx4DhYkDAAMADgpSZcnPiKRSYEwAIA1gHkAFgFtMWkKzsAKr8vCzuyACy2KiYAK7c2KL4ALRw0NJQPHEK9qSW9EYpmhky2blKEIVG6aSJmLyYLATc-pIZvAAm7ClOENrsIPgsAJ5MSbqxSPgAjqODIiJAA,,,,,,,,,,
,headers:,https://www.digikey.com/en/products/filter/rectangular-connectors/headers-receptacles-female-sockets/315?s=N4IgjCBcoGwJxVAYygMwIYBsDOBTANCAPZQDaIALGGABxwDsIAuoQA4AuUIAyuwE4BLAHYBzEAF9CNGohApIGHAWJkQDAKxgAzMzadIPfsLGSQAWgBMs%2BfwCuykpHLrmpswmhyodh6ohM3GGtvPntCR3IdANMgzwEAEy4zMAAGCD0uEEJ2AE9WXC50bBRxcSA,,,,,,,,,,
,ceramic caps:,https://www.digikey.com/en/products/filter/ceramic-capacitors/60?s=N4IgjCBcpgbFoDGUBmBDANgZwKYBoQB7KAbRAGYBOcgJkpAF0CAHAFyhAGVWAnASwB2AcxABfAgFoaCEMki8ArviKkQAVkbiQE%2BNFlRFy4pDLlNk%2BnrmGCxshAait0k7Jw80AWz6IABIjRmNEQ%2BVkIeTSA,,,,,,,,,,
,electrolytic caps:,https://www.digikey.com/en/products/filter/aluminum-electrolytic-capacitors/58?s=N4IgjCBcoGwJxVAYygMwIYBsDOBTANCAPZQDaIALGGABxwDsIAuoQA4AuUIAyuwE4BLAHYBzEAF9CAWgBMiECkj8ArgWJkQAVmaSQUmPMUq1JSOQDMO6QmgKoxwqfIQm43XLML0rdEgHsiPmZCA1sBABMuKTAABgg2TkgQEEJ2AE9WXC50bBQ3IA,,,,,,,,,,
,motor drivers:,https://www.digikey.com/en/products/filter/motor-drivers-controllers/744?s=N4IgjCBcoEwKxyqAxlAZgQwDYGcCmANCAPZQDaIAzHDACwDslIAukQA4AuUIAyhwE4BLAHYBzEAF8iAWhhIQqSAICuhEuRCJmUkNIBs8xSrWlIFJtpkBOQ1GNFTFCNp1yzIALbEOxfgAIAEyEANzx%2BFiIDaBBBAO5pMAAGCHYuSBAQIg4ATzY8bgwcVAkJIA,,,,,,,,,,
,linear regulators:,https://www.digikey.com/en/products/filter/voltage-regulators-linear/699?s=N4IgjCBcpgTAnFUBjKAzAhgGwM4FMAaEAeygG1wA2AdgFZ4AWEI2ABjHqZdmrHlmYhYDatVaUQAXSIAHAC5QQAZTkAnAJYA7AOYgAvkVrUAzEhCpImXIRLkh8Wh2qDjrWiIAcg6g0e1BHqJgXkT8tAgBHpQMISAe8GCigvA%2BrKZEYGnuAhmsgQw54HCUboJgYJS0rIgZDMYeaWW0jh7p4PTCzhmUYAyJTfAe4WWVUYXBvoNlUX2s0x4efGWMHgxc4CnGYoJsrLBwOxyu-izB4l1CsLDGxhAs9SaxwsYOEixG0YWwlK5TLIE-C4IXrGN4gSjwSgRIirWDxHb7KoCaQgeSKFQaHT6XKVMwWKz4IikSAUCAotGQEAASU0cjw2jwqmx4FEiGg5nQ2EJthJQgYCV4UlkCkpGK0ugMIAAtAJ2RY1ABXGzEij%2BSSSqUSOVQRXKuymdVEKVslA61RKol2Ml6SWyigAN2IWDkGAZAAJVPSFVgMHJiEyUVrQOoACaKKWZO6okUgQRyACeMjwigwOFQNqAA,,,,,,,,,,
,to-220 heatsinks:,https://www.digikey.com/en/products/filter/thermal/heat-sinks/to-220/219?s=N4IgjCBcoMwKwHYqgMZQGYEMA2BnApgDQgBuAdlAC4BOArkSAPZQDaIALGDGAAwBMIALrEADpSggAyjQCWZAOYgAvsQC0A6CDSQa9Ys0hs4QlSFUA2ZFqp0GBtjBNqAnFe267rcCdOXNMgBMJVV4IUXFIEBBiSgBPEXwJTFw0JSUgA,,,,,,,,,,
,screws:,https://www.digikey.com/en/products/filter/screws-bolts/572?s=N4IgjCBcoLQExVAYygFwE4FcCmAaEA9lANogCsIAugL74wBsiIKkGO%2BRkpAzFbSDACcTFmzyES4PtWpA,,,,,,,,,,
,nuts:,https://www.digikey.com/en/products/filter/nuts/573?s=N4IgjCBcoLQExVAYygFwE4FcCmAaEA9lANogCsIAugL74wBsiIKkGO%2BRkpAzFbSDACcTFmzyES4PtWpA,,,,,,,,,,
,MCUs:,https://www.digikey.com/en/products/filter/microcontrollers/685?s=N4IgjCBcoGwJxVAYygMwIYBsDOBTANCAPZQDaIALAAxwDMdIh1cFtVIAuoQA4AuUIAMq8ATgEsAdgHMQAX0JhWiECkgYcBYmXABWCgA4qEBTv36DjcIcPGr%2BnfUtg4VWgHZ2hAEyL9Ly15eOnS2QTpgNAE6brT6MAEwYDAxCbEw8d5uXhQ5ATH6WZw8-JBCopIy8uBgYF7Kqup4hCSQ5MGmCISJtLQUTvBUVBngA2C0-S7OTl5uNcO1Bf4KbGxuTrSBhcuBDMsULGt7cPq2Yzrpfd5UXgXjV14udyBe1y76Tm4weofPN24W3j%2Bbh%2BgUWl2eQy8vQCQxgNxhcTgnQht08IG6iSKID4AmE4mkcgUNXG0BUaCwTS0rRAG0SMHBtGiVGolkZWX0TzZNz6XGxJTK%2BMqRMU9XJGma2lW7mRUsMrKhDzRGx6Q3lPSmhGVG3B4WuQTVGx%2BWp6BuhmqhvTq5p6OiVFvCBocjqN9plFpgdp6ME57oZ9Po701ZnM7F5ONKeIqhPADwgpIaFM0LXIcBigScrA8py%2BwORSVMzKcZjcu2eiROTy85Z0Oks8ESCDD-MjBKqzj8orUiYl1NDVUCVHe8bFlOTNJ1tcIJyx4ZAAEkJLxcFJcCJowBaOrDyCiACuSe0tY4VXX8W3e4P1PGx8I67jyBHl-IYFtnBPCHPIn3Pefb9vfW3RonxAE5bUnECdGyQNwFcbIGRmeAAihYEkPcYZAncNEMK%2BJwaneY9%2B20ABbMQkBEIgkCIRdyMwTBVyxWtSW4KAwB4ZjIAiKgqjPUAxAAEwEO8jEsWdLF4ABPbhcAEdBsBQWRZCAA,,,,,,,,,,
,more MCUs:,https://www.digikey.com/en/products/filter/microcontrollers/685?s=N4IgjCBcpgbFoDGUBmBDANgZwKYBoQB7KAbRACZyBWATjAAYQDLYGJnzZ6aAOJizmDj8WQgOwjBPKiAC6BAA4AXKCADKSgE4BLAHYBzEAF8CsGghDJI6bPiKkQAFm4BmGi7mKVkdVr2GTcEcPaEtUTFwCYkgyMCpHHnp2cCoeHgT%2BMETE5KzpN0yaehcxRmYhIscRMASi6qpYKmTKWhdmlwbHc2YXHnJHKuZgnjByESom7nGxXvhmVlgZkVhZuYoxfoGRGZ4N7YmxGWZdl1g%2BZiLyOP4XYvIxZLOaRf4qMUcxHm6QdIYy8BqEzGBCEjgm3xq9EmmTeSX%2BcUOBRBfVOEnkIGUqg0OgMxhBvHMoSsNki9hiIEYskClHofCJ4VsUQcp34jgg6MxPgAkrolDh9DhNHiQABaMb0yBaACudmiZBkVIIIvgEulsuZckCIsJSCgaqZ5PZWogEpJ6sNVEpWqqpoi5rII0tRx%2BVH65xALnuLwInrEeyp1IcAFttIhNIREIReeGMBhBZ4QDJQgooGBFCnIH9AirQNoACaqGoeLxYvy4ghKACeChwqjzWGQBAAjlXVMYjEA,,,,,,,,,,
,IMUs:,https://www.digikey.com/en/products/filter/imus-inertial-measurement-units/567?s=N4IgjCBcoLQExVAYygFwE4FcCmAaEA9lANogCsIAugL74wBsiIKkGO%2BRkpAzFbSDACcTFmzyES4PvwRcQASQCyAVSr4K0EAAcoYfFp2QwABmP9GmgJYATKAJMR9qOyHyoAnlux2AhgGcUamogA,,,,,,,,,,
,rectifier diodes:,https://www.digikey.com/en/products/filter/single-diodes/280?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EC0ATMiGpAC4BOArkVIUQAVjqMQTAGztOvAcTKRKAZnHMk0DlHmCllCA2ZitnLHj3C2xFgBY1xMAHYQxGQwltlIHvhRcAS3QA-B46N3YAgBMoSTAqCGIABy5Y1xAuAE8k-FjMXDR6eiA,,,,,,,,,,
,inductors:,https://www.digikey.com/en/products/filter/fixed-inductors/71?s=N4IgjCBcoLQExVAYygFwE4FcCmAaEA9lANogCsIAugL74wBsiIKkGO%2BRkpAzFbSDACcTFmzyES4PvwRcQASwB2AE0xJUBdHyA,,,,,,,,,,
,switching regulators:,https://www.digikey.com/en/products/filter/voltage-regulators-dc-dc-switching-regulators/739?s=N4IgjCBcpgnAHLKoDGUBmBDANgZwKYA0IA9lANogAMIAugL7EC0ATMiGpAC4BOArkVIUQAVjqMQTAGztOvAcTKRKAZnHMk0DlHmCllCAwltlIXAHcAllxQALSwDsA5gAIe%2BJ32yYuJHnWIZLUsAEyhwFiRiAAcucIBlXkcnEGIuAE9o-HDMXDR6eiA,,,,,,,,,,
